asin,reviewerID,overall,unixReviewTime,timestamp,year
459,3455,5.0,1407196800,2014-08-05 02:00:00,2014
459,583,5.0,1407110400,2014-08-04 02:00:00,2014
459,2757,5.0,1406937600,2014-08-02 02:00:00,2014
459,888,4.0,1406851200,2014-08-01 02:00:00,2014
459,558,1.0,1406764800,2014-07-31 02:00:00,2014
459,949,5.0,1406764800,2014-07-31 02:00:00,2014
459,4266,5.0,1406678400,2014-07-30 02:00:00,2014
459,2783,5.0,1406592000,2014-07-29 02:00:00,2014
459,1682,5.0,1406419200,2014-07-27 02:00:00,2014
459,1861,5.0,1406419200,2014-07-27 02:00:00,2014
459,968,5.0,1406160000,2014-07-24 02:00:00,2014
459,3048,5.0,1405987200,2014-07-22 02:00:00,2014
459,2531,5.0,1405987200,2014-07-22 02:00:00,2014
459,3260,5.0,1405555200,2014-07-17 02:00:00,2014
459,3071,5.0,1405468800,2014-07-16 02:00:00,2014
459,1457,5.0,1405382400,2014-07-15 02:00:00,2014
459,2165,4.0,1405296000,2014-07-14 02:00:00,2014
459,1013,5.0,1405209600,2014-07-13 02:00:00,2014
459,2663,4.0,1405036800,2014-07-11 02:00:00,2014
459,1994,5.0,1405036800,2014-07-11 02:00:00,2014
459,1388,5.0,1404864000,2014-07-09 02:00:00,2014
459,547,4.0,1404864000,2014-07-09 02:00:00,2014
459,786,5.0,1404345600,2014-07-03 02:00:00,2014
459,2826,5.0,1404172800,2014-07-01 02:00:00,2014
459,3821,5.0,1403913600,2014-06-28 02:00:00,2014
459,3651,4.0,1403568000,2014-06-24 02:00:00,2014
459,2687,5.0,1403481600,2014-06-23 02:00:00,2014
459,3415,5.0,1403395200,2014-06-22 02:00:00,2014
459,2175,4.0,1403222400,2014-06-20 02:00:00,2014
459,1168,5.0,1402358400,2014-06-10 02:00:00,2014
459,837,5.0,1400284800,2014-05-17 02:00:00,2014
459,1662,5.0,1400112000,2014-05-15 02:00:00,2014
459,2827,4.0,1399507200,2014-05-08 02:00:00,2014
459,3846,5.0,1399420800,2014-05-07 02:00:00,2014
459,1600,5.0,1399420800,2014-05-07 02:00:00,2014
459,2999,5.0,1398902400,2014-05-01 02:00:00,2014
459,708,5.0,1398729600,2014-04-29 02:00:00,2014
459,4050,5.0,1397952000,2014-04-20 02:00:00,2014
459,2488,5.0,1397692800,2014-04-17 02:00:00,2014
459,2880,3.0,1397001600,2014-04-09 02:00:00,2014
459,876,5.0,1396915200,2014-04-08 02:00:00,2014
459,174,5.0,1396915200,2014-04-08 02:00:00,2014
459,2146,5.0,1396742400,2014-04-06 02:00:00,2014
459,1261,4.0,1396656000,2014-04-05 02:00:00,2014
459,2764,5.0,1396656000,2014-04-05 02:00:00,2014
459,3036,4.0,1396396800,2014-04-02 02:00:00,2014
459,1992,5.0,1396396800,2014-04-02 02:00:00,2014
459,4270,5.0,1396137600,2014-03-30 01:00:00,2014
459,3382,5.0,1395792000,2014-03-26 01:00:00,2014
459,3872,5.0,1395705600,2014-03-25 01:00:00,2014
459,1583,5.0,1395619200,2014-03-24 01:00:00,2014
459,2007,5.0,1395273600,2014-03-20 01:00:00,2014
459,2852,5.0,1395187200,2014-03-19 01:00:00,2014
459,2773,5.0,1395014400,2014-03-17 01:00:00,2014
459,1576,5.0,1394841600,2014-03-15 01:00:00,2014
459,2000,5.0,1394409600,2014-03-10 01:00:00,2014
459,2241,4.0,1394323200,2014-03-09 01:00:00,2014
459,1930,5.0,1394236800,2014-03-08 01:00:00,2014
459,2924,5.0,1394236800,2014-03-08 01:00:00,2014
459,3270,4.0,1393891200,2014-03-04 01:00:00,2014
459,3646,5.0,1393113600,2014-02-23 01:00:00,2014
459,4265,5.0,1392768000,2014-02-19 01:00:00,2014
459,1467,5.0,1392681600,2014-02-18 01:00:00,2014
459,2133,4.0,1391990400,2014-02-10 01:00:00,2014
459,1718,5.0,1391472000,2014-02-04 01:00:00,2014
459,2473,5.0,1390780800,2014-01-27 01:00:00,2014
459,1392,5.0,1390780800,2014-01-27 01:00:00,2014
459,758,5.0,1390262400,2014-01-21 01:00:00,2014
459,1440,5.0,1390262400,2014-01-21 01:00:00,2014
459,972,5.0,1390089600,2014-01-19 01:00:00,2014
459,2414,4.0,1389830400,2014-01-16 01:00:00,2014
459,2703,5.0,1389225600,2014-01-09 01:00:00,2014
459,3814,5.0,1389139200,2014-01-08 01:00:00,2014
459,3146,5.0,1389139200,2014-01-08 01:00:00,2014
459,3911,4.0,1388707200,2014-01-03 01:00:00,2014
459,1401,5.0,1388707200,2014-01-03 01:00:00,2014
459,3738,5.0,1388620800,2014-01-02 01:00:00,2014
459,2874,5.0,1388534400,2014-01-01 01:00:00,2014
459,3592,5.0,1387929600,2013-12-25 01:00:00,2013
459,781,5.0,1387843200,2013-12-24 01:00:00,2013
459,4161,4.0,1387411200,2013-12-19 01:00:00,2013
459,1680,4.0,1386288000,2013-12-06 01:00:00,2013
459,195,4.0,1386028800,2013-12-03 01:00:00,2013
459,2105,5.0,1385596800,2013-11-28 01:00:00,2013
459,98,5.0,1385164800,2013-11-23 01:00:00,2013
459,636,5.0,1384560000,2013-11-16 01:00:00,2013
459,3690,4.0,1384473600,2013-11-15 01:00:00,2013
459,2695,4.0,1384473600,2013-11-15 01:00:00,2013
459,472,5.0,1384473600,2013-11-15 01:00:00,2013
459,233,5.0,1384041600,2013-11-10 01:00:00,2013
459,1001,4.0,1383782400,2013-11-07 01:00:00,2013
459,1363,5.0,1383609600,2013-11-05 01:00:00,2013
459,1631,5.0,1383436800,2013-11-03 01:00:00,2013
459,3799,5.0,1383264000,2013-11-01 01:00:00,2013
459,2435,5.0,1382313600,2013-10-21 02:00:00,2013
459,2679,4.0,1381968000,2013-10-17 02:00:00,2013
459,3180,4.0,1381708800,2013-10-14 02:00:00,2013
459,1189,5.0,1381276800,2013-10-09 02:00:00,2013
459,2945,5.0,1380412800,2013-09-29 02:00:00,2013
459,3661,5.0,1379376000,2013-09-17 02:00:00,2013
459,2232,3.0,1379289600,2013-09-16 02:00:00,2013
459,3950,2.0,1379203200,2013-09-15 02:00:00,2013
459,3385,5.0,1379030400,2013-09-13 02:00:00,2013
459,199,5.0,1378771200,2013-09-10 02:00:00,2013
459,1725,5.0,1378252800,2013-09-04 02:00:00,2013
459,4066,4.0,1378080000,2013-09-02 02:00:00,2013
459,393,5.0,1375833600,2013-08-07 02:00:00,2013
459,4261,5.0,1375574400,2013-08-04 02:00:00,2013
459,4047,5.0,1375488000,2013-08-03 02:00:00,2013
459,1081,5.0,1375228800,2013-07-31 02:00:00,2013
459,430,4.0,1374537600,2013-07-23 02:00:00,2013
459,3163,4.0,1374019200,2013-07-17 02:00:00,2013
459,2442,5.0,1373241600,2013-07-08 02:00:00,2013
459,2744,4.0,1372896000,2013-07-04 02:00:00,2013
459,2050,5.0,1372032000,2013-06-24 02:00:00,2013
459,2267,5.0,1370476800,2013-06-06 02:00:00,2013
459,227,5.0,1369785600,2013-05-29 02:00:00,2013
459,1636,5.0,1369440000,2013-05-25 02:00:00,2013
459,3853,1.0,1369440000,2013-05-25 02:00:00,2013
459,660,5.0,1368576000,2013-05-15 02:00:00,2013
459,2832,4.0,1368576000,2013-05-15 02:00:00,2013
459,961,1.0,1368403200,2013-05-13 02:00:00,2013
459,2740,5.0,1368057600,2013-05-09 02:00:00,2013
459,1751,4.0,1366848000,2013-04-25 02:00:00,2013
459,640,4.0,1366675200,2013-04-23 02:00:00,2013
459,3750,5.0,1366416000,2013-04-20 02:00:00,2013
459,899,5.0,1366156800,2013-04-17 02:00:00,2013
459,3844,5.0,1366156800,2013-04-17 02:00:00,2013
459,1934,4.0,1366156800,2013-04-17 02:00:00,2013
459,2188,5.0,1365897600,2013-04-14 02:00:00,2013
459,4005,5.0,1365724800,2013-04-12 02:00:00,2013
459,3315,5.0,1365465600,2013-04-09 02:00:00,2013
459,132,5.0,1365206400,2013-04-06 02:00:00,2013
459,3400,5.0,1365033600,2013-04-04 02:00:00,2013
459,3579,5.0,1364947200,2013-04-03 02:00:00,2013
459,1773,5.0,1364083200,2013-03-24 01:00:00,2013
459,3701,5.0,1363651200,2013-03-19 01:00:00,2013
459,4204,5.0,1363651200,2013-03-19 01:00:00,2013
459,1792,5.0,1363651200,2013-03-19 01:00:00,2013
459,4176,5.0,1363478400,2013-03-17 01:00:00,2013
459,217,5.0,1363132800,2013-03-13 01:00:00,2013
459,426,5.0,1362009600,2013-02-28 01:00:00,2013
459,3770,5.0,1361836800,2013-02-26 01:00:00,2013
459,3632,5.0,1361577600,2013-02-23 01:00:00,2013
459,3087,5.0,1361145600,2013-02-18 01:00:00,2013
459,3946,5.0,1360886400,2013-02-15 01:00:00,2013
459,3866,5.0,1360886400,2013-02-15 01:00:00,2013
459,2629,5.0,1359936000,2013-02-04 01:00:00,2013
459,3347,5.0,1359936000,2013-02-04 01:00:00,2013
459,1333,5.0,1359590400,2013-01-31 01:00:00,2013
459,2009,5.0,1358985600,2013-01-24 01:00:00,2013
459,720,5.0,1358294400,2013-01-16 01:00:00,2013
459,89,4.0,1357257600,2013-01-04 01:00:00,2013
459,3884,5.0,1355875200,2012-12-19 01:00:00,2012
459,3136,5.0,1355443200,2012-12-14 01:00:00,2012
459,3987,5.0,1354924800,2012-12-08 01:00:00,2012
459,3488,5.0,1354665600,2012-12-05 01:00:00,2012
459,3453,5.0,1354665600,2012-12-05 01:00:00,2012
459,628,5.0,1353283200,2012-11-19 01:00:00,2012
459,2429,5.0,1351728000,2012-11-01 01:00:00,2012
459,3124,5.0,1350345600,2012-10-16 02:00:00,2012
459,2437,5.0,1348876800,2012-09-29 02:00:00,2012
459,485,5.0,1348444800,2012-09-24 02:00:00,2012
459,1235,5.0,1348358400,2012-09-23 02:00:00,2012
459,4084,4.0,1343001600,2012-07-23 02:00:00,2012
459,3331,5.0,1342137600,2012-07-13 02:00:00,2012
459,3826,5.0,1341619200,2012-07-07 02:00:00,2012
459,4085,5.0,1341360000,2012-07-04 02:00:00,2012
459,573,4.0,1340496000,2012-06-24 02:00:00,2012
459,1949,5.0,1340064000,2012-06-19 02:00:00,2012
459,2976,5.0,1337212800,2012-05-17 02:00:00,2012
459,3143,5.0,1336348800,2012-05-07 02:00:00,2012
459,372,4.0,1336262400,2012-05-06 02:00:00,2012
459,1472,4.0,1335398400,2012-04-26 02:00:00,2012
459,1129,3.0,1334880000,2012-04-20 02:00:00,2012
459,1866,5.0,1334707200,2012-04-18 02:00:00,2012
459,3633,5.0,1334534400,2012-04-16 02:00:00,2012
459,841,5.0,1333584000,2012-04-05 02:00:00,2012
459,392,5.0,1331596800,2012-03-13 01:00:00,2012
459,489,5.0,1331424000,2012-03-11 01:00:00,2012
459,4175,5.0,1330300800,2012-02-27 01:00:00,2012
459,1946,5.0,1329177600,2012-02-14 01:00:00,2012
459,1737,5.0,1328572800,2012-02-07 01:00:00,2012
459,1054,5.0,1328054400,2012-02-01 01:00:00,2012
459,2160,3.0,1327536000,2012-01-26 01:00:00,2012
459,1659,5.0,1327449600,2012-01-25 01:00:00,2012
459,2201,5.0,1325808000,2012-01-06 01:00:00,2012
459,1687,5.0,1325721600,2012-01-05 01:00:00,2012
459,138,5.0,1325548800,2012-01-03 01:00:00,2012
459,1036,5.0,1325116800,2011-12-29 01:00:00,2011
459,305,5.0,1323993600,2011-12-16 01:00:00,2011
459,459,2.0,1322524800,2011-11-29 01:00:00,2011
459,3933,5.0,1322179200,2011-11-25 01:00:00,2011
459,877,5.0,1321228800,2011-11-14 01:00:00,2011
459,1252,5.0,1318204800,2011-10-10 02:00:00,2011
459,581,5.0,1315440000,2011-09-08 02:00:00,2011
459,702,5.0,1312243200,2011-08-02 02:00:00,2011
459,840,5.0,1310083200,2011-07-08 02:00:00,2011
459,605,5.0,1305417600,2011-05-15 02:00:00,2011
459,3571,4.0,1305158400,2011-05-12 02:00:00,2011
459,718,5.0,1302825600,2011-04-15 02:00:00,2011
459,1812,5.0,1302825600,2011-04-15 02:00:00,2011
459,620,5.0,1300060800,2011-03-14 01:00:00,2011
459,1176,4.0,1297814400,2011-02-16 01:00:00,2011
459,2946,5.0,1291161600,2010-12-01 01:00:00,2010
459,3940,5.0,1290643200,2010-11-25 01:00:00,2010
459,1198,5.0,1283472000,2010-09-03 02:00:00,2010
459,2636,5.0,1276041600,2010-06-09 02:00:00,2010
459,1204,5.0,1255478400,2009-10-14 02:00:00,2009
459,3567,5.0,1142812800,2006-03-20 01:00:00,2006
462,672,5.0,1524960000,2018-04-29 02:00:00,2018
462,3929,5.0,1523318400,2018-04-10 02:00:00,2018
462,2137,5.0,1520553600,2018-03-09 01:00:00,2018
462,1684,5.0,1520294400,2018-03-06 01:00:00,2018
462,3020,5.0,1519171200,2018-02-21 01:00:00,2018
462,494,5.0,1518393600,2018-02-12 01:00:00,2018
462,726,2.0,1518393600,2018-02-12 01:00:00,2018
462,1658,4.0,1517184000,2018-01-29 01:00:00,2018
462,3103,5.0,1516752000,2018-01-24 01:00:00,2018
462,143,5.0,1516320000,2018-01-19 01:00:00,2018
462,3312,5.0,1514592000,2017-12-30 01:00:00,2017
462,117,5.0,1514246400,2017-12-26 01:00:00,2017
462,1512,5.0,1512604800,2017-12-07 01:00:00,2017
462,3352,5.0,1511308800,2017-11-22 01:00:00,2017
462,1116,2.0,1511222400,2017-11-21 01:00:00,2017
462,3620,5.0,1510444800,2017-11-12 01:00:00,2017
462,3687,1.0,1509926400,2017-11-06 01:00:00,2017
462,3811,4.0,1508803200,2017-10-24 02:00:00,2017
462,2847,5.0,1508544000,2017-10-21 02:00:00,2017
462,3596,5.0,1506902400,2017-10-02 02:00:00,2017
462,4178,2.0,1503532800,2017-08-24 02:00:00,2017
462,3141,5.0,1503532800,2017-08-24 02:00:00,2017
462,1499,4.0,1501027200,2017-07-26 02:00:00,2017
462,2431,5.0,1500854400,2017-07-24 02:00:00,2017
462,1226,4.0,1500595200,2017-07-21 02:00:00,2017
462,4124,5.0,1500508800,2017-07-20 02:00:00,2017
462,3670,5.0,1499644800,2017-07-10 02:00:00,2017
462,20,5.0,1499558400,2017-07-09 02:00:00,2017
462,4242,5.0,1498435200,2017-06-26 02:00:00,2017
462,3548,3.0,1496793600,2017-06-07 02:00:00,2017
462,2955,5.0,1496620800,2017-06-05 02:00:00,2017
462,1932,5.0,1495929600,2017-05-28 02:00:00,2017
462,631,5.0,1495670400,2017-05-25 02:00:00,2017
462,553,4.0,1495324800,2017-05-21 02:00:00,2017
461,3877,1.0,1520726400,2018-03-11 01:00:00,2018
462,3216,5.0,1493683200,2017-05-02 02:00:00,2017
461,2388,4.0,1515369600,2018-01-08 01:00:00,2018
462,703,4.0,1492387200,2017-04-17 02:00:00,2017
462,2771,4.0,1491955200,2017-04-12 02:00:00,2017
462,697,5.0,1491782400,2017-04-10 02:00:00,2017
461,2431,4.0,1500854400,2017-07-24 02:00:00,2017
462,1947,5.0,1487980800,2017-02-25 01:00:00,2017
462,3745,5.0,1487462400,2017-02-19 01:00:00,2017
462,3650,3.0,1487030400,2017-02-14 01:00:00,2017
461,3269,5.0,1483747200,2017-01-07 01:00:00,2017
462,3981,5.0,1486771200,2017-02-11 01:00:00,2017
462,2332,5.0,1485648000,2017-01-29 01:00:00,2017
462,183,5.0,1484006400,2017-01-10 01:00:00,2017
462,2947,5.0,1483833600,2017-01-08 01:00:00,2017
462,817,4.0,1483833600,2017-01-08 01:00:00,2017
462,1246,5.0,1483401600,2017-01-03 01:00:00,2017
461,3017,5.0,1467936000,2016-07-08 02:00:00,2016
461,179,3.0,1463529600,2016-05-18 02:00:00,2016
462,3269,5.0,1482969600,2016-12-29 01:00:00,2016
461,55,1.0,1460851200,2016-04-17 02:00:00,2016
462,682,5.0,1482624000,2016-12-25 01:00:00,2016
461,348,5.0,1456358400,2016-02-25 01:00:00,2016
462,635,2.0,1481068800,2016-12-07 01:00:00,2016
461,3812,5.0,1453766400,2016-01-26 01:00:00,2016
461,2354,5.0,1450310400,2015-12-17 01:00:00,2015
461,467,5.0,1450137600,2015-12-15 01:00:00,2015
462,1331,5.0,1479168000,2016-11-15 01:00:00,2016
462,2745,5.0,1478390400,2016-11-06 01:00:00,2016
462,2672,3.0,1477958400,2016-11-01 01:00:00,2016
462,1183,4.0,1477612800,2016-10-28 02:00:00,2016
462,1259,5.0,1476403200,2016-10-14 02:00:00,2016
462,1488,5.0,1475798400,2016-10-07 02:00:00,2016
462,3050,5.0,1475280000,2016-10-01 02:00:00,2016
462,1479,4.0,1474156800,2016-09-18 02:00:00,2016
462,642,4.0,1473379200,2016-09-09 02:00:00,2016
462,1950,5.0,1473292800,2016-09-08 02:00:00,2016
462,3192,1.0,1472947200,2016-09-04 02:00:00,2016
462,1853,5.0,1472860800,2016-09-03 02:00:00,2016
461,1652,4.0,1439769600,2015-08-17 02:00:00,2015
462,1202,4.0,1471910400,2016-08-23 02:00:00,2016
462,375,5.0,1471824000,2016-08-22 02:00:00,2016
462,3377,3.0,1471651200,2016-08-20 02:00:00,2016
461,3556,5.0,1432684800,2015-05-27 02:00:00,2015
461,473,5.0,1430352000,2015-04-30 02:00:00,2015
461,4043,5.0,1429747200,2015-04-23 02:00:00,2015
461,4191,5.0,1428624000,2015-04-10 02:00:00,2015
462,2948,5.0,1470009600,2016-08-01 02:00:00,2016
462,3402,5.0,1469664000,2016-07-28 02:00:00,2016
462,492,5.0,1469664000,2016-07-28 02:00:00,2016
462,276,5.0,1468800000,2016-07-18 02:00:00,2016
462,3332,5.0,1468713600,2016-07-17 02:00:00,2016
461,998,3.0,1423094400,2015-02-05 01:00:00,2015
462,1325,5.0,1468627200,2016-07-16 02:00:00,2016
462,2456,5.0,1468022400,2016-07-09 02:00:00,2016
462,3652,4.0,1467849600,2016-07-07 02:00:00,2016
462,71,4.0,1466812800,2016-06-25 02:00:00,2016
462,3392,4.0,1466640000,2016-06-23 02:00:00,2016
462,591,4.0,1466294400,2016-06-19 02:00:00,2016
461,3267,3.0,1419292800,2014-12-23 01:00:00,2014
462,3127,4.0,1465430400,2016-06-09 02:00:00,2016
461,2012,5.0,1417305600,2014-11-30 01:00:00,2014
462,3525,4.0,1464566400,2016-05-30 02:00:00,2016
462,1595,4.0,1463961600,2016-05-23 02:00:00,2016
462,2248,4.0,1463616000,2016-05-19 02:00:00,2016
461,510,5.0,1409616000,2014-09-02 02:00:00,2014
462,3438,5.0,1463443200,2016-05-17 02:00:00,2016
462,4259,5.0,1462147200,2016-05-02 02:00:00,2016
463,2784,3.0,1500595200,2017-07-21 02:00:00,2017
462,3542,2.0,1462060800,2016-05-01 02:00:00,2016
463,2748,5.0,1483833600,2017-01-08 01:00:00,2017
462,955,5.0,1460764800,2016-04-16 02:00:00,2016
461,1155,5.0,1397520000,2014-04-15 02:00:00,2014
461,133,5.0,1396656000,2014-04-05 02:00:00,2014
462,3170,5.0,1459641600,2016-04-03 02:00:00,2016
462,1505,5.0,1459468800,2016-04-01 02:00:00,2016
463,2804,5.0,1460764800,2016-04-16 02:00:00,2016
463,3155,3.0,1458086400,2016-03-16 01:00:00,2016
462,2305,5.0,1459123200,2016-03-28 02:00:00,2016
462,802,5.0,1458950400,2016-03-26 01:00:00,2016
463,2264,5.0,1450656000,2015-12-21 01:00:00,2015
462,321,5.0,1458777600,2016-03-24 01:00:00,2016
462,1979,5.0,1458604800,2016-03-22 01:00:00,2016
463,2210,4.0,1436313600,2015-07-08 02:00:00,2015
463,4039,5.0,1435536000,2015-06-29 02:00:00,2015
463,3954,5.0,1433289600,2015-06-03 02:00:00,2015
463,1855,5.0,1430524800,2015-05-02 02:00:00,2015
462,715,5.0,1457222400,2016-03-06 01:00:00,2016
462,2736,4.0,1457136000,2016-03-05 01:00:00,2016
462,1953,5.0,1457049600,2016-03-04 01:00:00,2016
462,1604,5.0,1456876800,2016-03-02 01:00:00,2016
462,1270,3.0,1456876800,2016-03-02 01:00:00,2016
462,2004,4.0,1456876800,2016-03-02 01:00:00,2016
463,4271,4.0,1426464000,2015-03-16 01:00:00,2015
462,3891,5.0,1456790400,2016-03-01 01:00:00,2016
463,1645,4.0,1422662400,2015-01-31 01:00:00,2015
462,2533,5.0,1456704000,2016-02-29 01:00:00,2016
463,1692,5.0,1421539200,2015-01-18 01:00:00,2015
463,1010,5.0,1416960000,2014-11-26 01:00:00,2014
463,3486,3.0,1416009600,2014-11-15 01:00:00,2014
462,1250,1.0,1456358400,2016-02-25 01:00:00,2016
462,1253,4.0,1456272000,2016-02-24 01:00:00,2016
463,2567,3.0,1412726400,2014-10-08 02:00:00,2014
463,128,5.0,1411084800,2014-09-19 02:00:00,2014
462,467,5.0,1455840000,2016-02-19 01:00:00,2016
462,907,5.0,1455840000,2016-02-19 01:00:00,2016
463,3188,1.0,1407628800,2014-08-10 02:00:00,2014
463,1280,5.0,1403913600,2014-06-28 02:00:00,2014
463,3242,5.0,1386720000,2013-12-11 01:00:00,2013
462,2337,5.0,1454457600,2016-02-03 01:00:00,2016
462,683,5.0,1454025600,2016-01-29 01:00:00,2016
462,2005,5.0,1453939200,2016-01-28 01:00:00,2016
462,1063,3.0,1453766400,2016-01-26 01:00:00,2016
462,1628,5.0,1453680000,2016-01-25 01:00:00,2016
462,83,5.0,1453680000,2016-01-25 01:00:00,2016
461,2006,5.0,1368144000,2013-05-10 02:00:00,2013
461,3922,3.0,1365292800,2013-04-07 02:00:00,2013
462,1312,5.0,1452729600,2016-01-14 01:00:00,2016
462,1224,5.0,1452211200,2016-01-08 01:00:00,2016
462,1627,5.0,1452124800,2016-01-07 01:00:00,2016
461,518,4.0,1351987200,2012-11-04 01:00:00,2012
462,4033,4.0,1450656000,2015-12-21 01:00:00,2015
462,2662,5.0,1450569600,2015-12-20 01:00:00,2015
462,101,2.0,1450310400,2015-12-17 01:00:00,2015
462,2469,1.0,1449878400,2015-12-12 01:00:00,2015
462,2576,5.0,1449792000,2015-12-11 01:00:00,2015
462,756,5.0,1449446400,2015-12-07 01:00:00,2015
462,1901,5.0,1449187200,2015-12-04 01:00:00,2015
462,4000,5.0,1449100800,2015-12-03 01:00:00,2015
462,2734,3.0,1448582400,2015-11-27 01:00:00,2015
462,906,5.0,1447200000,2015-11-11 01:00:00,2015
462,4168,5.0,1444262400,2015-10-08 02:00:00,2015
462,4142,5.0,1442880000,2015-09-22 02:00:00,2015
462,4151,5.0,1442793600,2015-09-21 02:00:00,2015
462,2366,5.0,1442361600,2015-09-16 02:00:00,2015
462,1045,5.0,1442275200,2015-09-15 02:00:00,2015
462,168,2.0,1442016000,2015-09-12 02:00:00,2015
462,586,2.0,1441929600,2015-09-11 02:00:00,2015
462,2138,5.0,1441670400,2015-09-08 02:00:00,2015
462,3939,3.0,1440633600,2015-08-27 02:00:00,2015
462,978,5.0,1440288000,2015-08-23 02:00:00,2015
462,2278,2.0,1439856000,2015-08-18 02:00:00,2015
462,1652,5.0,1439769600,2015-08-17 02:00:00,2015
462,2542,4.0,1439510400,2015-08-14 02:00:00,2015
462,1852,5.0,1438819200,2015-08-06 02:00:00,2015
462,539,3.0,1438646400,2015-08-04 02:00:00,2015
462,419,5.0,1437782400,2015-07-25 02:00:00,2015
462,1094,5.0,1437177600,2015-07-18 02:00:00,2015
462,194,5.0,1436745600,2015-07-13 02:00:00,2015
462,3565,4.0,1436572800,2015-07-11 02:00:00,2015
462,4031,5.0,1436486400,2015-07-10 02:00:00,2015
462,2045,5.0,1436400000,2015-07-09 02:00:00,2015
462,2065,5.0,1435017600,2015-06-23 02:00:00,2015
462,4076,5.0,1434153600,2015-06-13 02:00:00,2015
462,589,4.0,1432771200,2015-05-28 02:00:00,2015
462,1977,5.0,1432425600,2015-05-24 02:00:00,2015
462,100,4.0,1430611200,2015-05-03 02:00:00,2015
462,2739,5.0,1425254400,2015-03-02 01:00:00,2015
462,1221,5.0,1424304000,2015-02-19 01:00:00,2015
462,2714,5.0,1419984000,2014-12-31 01:00:00,2014
462,2898,3.0,1418169600,2014-12-10 01:00:00,2014
462,4026,5.0,1414368000,2014-10-27 01:00:00,2014
462,497,5.0,1411344000,2014-09-22 02:00:00,2014
462,3509,5.0,1409961600,2014-09-06 02:00:00,2014
462,2827,3.0,1409875200,2014-09-05 02:00:00,2014
462,3217,4.0,1396396800,2014-04-02 02:00:00,2014
462,3118,4.0,1393891200,2014-03-04 01:00:00,2014
462,1184,5.0,1393804800,2014-03-03 01:00:00,2014
462,1059,4.0,1391644800,2014-02-06 01:00:00,2014
462,3693,5.0,1391558400,2014-02-05 01:00:00,2014
462,3272,5.0,1391472000,2014-02-04 01:00:00,2014
462,1345,5.0,1389744000,2014-01-15 01:00:00,2014
462,3869,3.0,1389139200,2014-01-08 01:00:00,2014
462,2692,5.0,1388880000,2014-01-05 01:00:00,2014
462,3381,1.0,1388361600,2013-12-30 01:00:00,2013
462,2708,4.0,1387756800,2013-12-23 01:00:00,2013
462,718,4.0,1386201600,2013-12-05 01:00:00,2013
462,2483,4.0,1384819200,2013-11-19 01:00:00,2013
462,4260,2.0,1384646400,2013-11-17 01:00:00,2013
462,3145,5.0,1382832000,2013-10-27 02:00:00,2013
462,3146,5.0,1382659200,2013-10-25 02:00:00,2013
462,2453,3.0,1382400000,2013-10-22 02:00:00,2013
462,1431,5.0,1381363200,2013-10-10 02:00:00,2013
462,992,5.0,1380844800,2013-10-04 02:00:00,2013
462,3036,5.0,1380067200,2013-09-25 02:00:00,2013
462,824,5.0,1379548800,2013-09-19 02:00:00,2013
462,422,2.0,1379548800,2013-09-19 02:00:00,2013
462,489,5.0,1378771200,2013-09-10 02:00:00,2013
462,4047,5.0,1378080000,2013-09-02 02:00:00,2013
462,4061,5.0,1377907200,2013-08-31 02:00:00,2013
462,1497,4.0,1374969600,2013-07-28 02:00:00,2013
462,3610,5.0,1374364800,2013-07-21 02:00:00,2013
462,2509,5.0,1373414400,2013-07-10 02:00:00,2013
462,3770,5.0,1371513600,2013-06-18 02:00:00,2013
462,2288,5.0,1369785600,2013-05-29 02:00:00,2013
462,1078,5.0,1365206400,2013-04-06 02:00:00,2013
462,2055,3.0,1363824000,2013-03-21 01:00:00,2013
462,3569,5.0,1363737600,2013-03-20 01:00:00,2013
462,2323,5.0,1363305600,2013-03-15 01:00:00,2013
462,2844,4.0,1361923200,2013-02-27 01:00:00,2013
462,269,5.0,1360800000,2013-02-14 01:00:00,2013
462,4104,5.0,1360713600,2013-02-13 01:00:00,2013
462,126,3.0,1360022400,2013-02-05 01:00:00,2013
462,3510,5.0,1359763200,2013-02-02 01:00:00,2013
462,3376,1.0,1359504000,2013-01-30 01:00:00,2013
462,3940,4.0,1356566400,2012-12-27 01:00:00,2012
462,898,5.0,1354752000,2012-12-06 01:00:00,2012
462,1516,5.0,1346198400,2012-08-29 02:00:00,2012
462,356,5.0,1341878400,2012-07-10 02:00:00,2012
462,3935,5.0,1331337600,2012-03-10 01:00:00,2012
462,3820,5.0,1326412800,2012-01-13 01:00:00,2012
462,3204,5.0,1292803200,2010-12-20 01:00:00,2010
462,3067,5.0,1291680000,2010-12-07 01:00:00,2010
464,635,1.0,1481068800,2016-12-07 01:00:00,2016
464,318,5.0,1466553600,2016-06-22 02:00:00,2016
464,1400,5.0,1451001600,2015-12-25 01:00:00,2015
464,3203,4.0,1446940800,2015-11-08 01:00:00,2015
464,1056,5.0,1417910400,2014-12-07 01:00:00,2014
464,1155,5.0,1404345600,2014-07-03 02:00:00,2014
464,2752,5.0,1402531200,2014-06-12 02:00:00,2014
464,1009,5.0,1373760000,2013-07-14 02:00:00,2013
467,1209,5.0,1486166400,2017-02-04 01:00:00,2017
467,2379,5.0,1471132800,2016-08-14 02:00:00,2016
467,2850,5.0,1458604800,2016-03-22 01:00:00,2016
467,2080,5.0,1456272000,2016-02-24 01:00:00,2016
